carrier_key,carrier_name,vip_carrier
b01eb03f6e60e7159061621f42669589,Carrier 104138,false
53dd62e3ea2f243f574f9ff747d0ac93,Carrier 623469,false
15953c0402e7e59e67fb662546250725,Carrier 13049,false
d93aa50f4c8456e1c49aa3da55338b07,Carrier 1239822,false
700b79f81d15804b0c2019e036c6895c,Carrier 1071033,false
79bceb10a6823c1132226c5964e5af7c,Carrier 613932,false
ad798777afcd0d9b095009edda9a4e7f,Carrier 56364,false
f0428fbecaee615fa4a384ddf4b6ffb1,Carrier 30549,false
4ffa8b51c76cca71e950d94a27800e85,Carrier 1681657,false
4d10e93b769bd8380e7c30425089ded0,Carrier 43490,false
76fc3060f1806987b012b1d93fe02251,Carrier 1008272,false
bfae8b70e7b1e4cefb5e21ca226d400f,Carrier 1431338,false
a3174a0d31e30b9c77af8a7dd72be519,Carrier 1335293,false
94e03d17634b02fdd85229c470280f3f,Carrier 29828,false
5b15f53d8ec7366f23da418e6953e15d,Carrier 23611,false
d5d37d57df4633ce0afe955cd0da1814,Carrier 1695362,false
55a844353768af6d625185457bbb41c2,Carrier 1051135,false
0f8009034a60d809cb7daf12f40e9e72,Carrier 1693566,false
93f6cf8db9280dc07633ff3e4238715e,Carrier 1206565,false
c1fdf9705d4920d84d33561a7a6fa824,Carrier 48101,false
895fe96e646686552d70c7f075578f84,Carrier 1478638,false
afdbe74fc757f49404766327177fabe7,Carrier 1044865,false
e8a1608a6995030d5b5ae1c449a959d1,Carrier 1694503,false
fc57a351956dd8f1e8efb024ad043391,Carrier 1438153,false
f0edab39b4a4068d406500db6579a4da,Carrier 1693572,false
4d4e2aa38196eb8db74a0271a420f636,Carrier 22870,false
75052f4ae8725c705deafbb67306fa7a,Carrier 1215413,false
9518feb6f3eb41be896404ce7be39ab5,Carrier 1673649,false
8f34bd7b7fc4e02c661f4cabb5a05954,Carrier 1046654,false
6e9bf3ae38e05891fd837270569abe8d,Carrier 86454,false
793f53d9b78b6e75bd995e5d9ae7e4fe,Carrier 1080029,false
59baed227c646a4479296e41f39fc868,Carrier 1438707,false
d9fe676a37f79a18895fc1b9448cae3a,Carrier 85419,false
e9d4b5ac8ef8200ee71f488faaf39ff6,Carrier 88202,false
7dfabbad347c4f3eb76c313171ecb7c4,Carrier 1215234,false
8aa2fad0e8e600d190b99f90a5221e66,Carrier 41951,false
6a414d57602362275800b64c87ab8aa2,Carrier 117597,false
4d71aacc304b5dff76c67966c5aaa155,Carrier 1423854,false
25b5d81cf240dda3055df94652b4513f,Carrier 1292114,false
06a79bf759869f9cbfd445c0ba235514,Carrier 1084782,false
0f626af6ce0b7aa61e6750815b209e66,Carrier 969434,false
caf536b18cf7321403c1163a02dd85c7,Carrier 13726,false
9ad00fd1f2fd21c2c6bc84daa16f8dd1,Carrier 152079,false
11d7dff40f068f1e065842d78396bf18,Carrier 1343697,false
bb0f10ce739e2aa9ae3d864eee82b76a,Carrier 1612921,false
b14705f33082fbd40b5d0eaff13ead7c,Carrier 707147,false
0b909778069e7eeca30b42050d7b4977,Carrier 1450227,false
ca5a1b44b4750abe057f6f2fada09dcd,Carrier 1067217,false
dad2fa9ad15342db343bba323627931a,Carrier 806984,false
9881dc486b71da12a9f00d4a432126d0,Carrier 981093,false
2aafce4b88809db0f51d3873a6b7e5a8,Carrier 5996,false
b7c276aae05d180c24bfa7900389a4b9,Carrier 1035234,false
14122c43d4059d81e8612c0cd9dc2188,Carrier 538258,false
27648451d399c6af873b9737100582f0,Carrier 1398711,false
436e7eff86d932d4b0429f105ce8a82c,Carrier 1695466,false
eb3784abb1f4f0cc813275100f67c8a1,Carrier 73823,false
6feef5a4b2a6e26e9e774a22b02738ce,Carrier 1598557,false
d5e56ed574f74c28e9f043153da39801,Carrier 1084795,false
2096b95397a0a9a6add3b4833fd72f2d,Carrier 1428479,false
fe73275e3229b573a17df1a622425c43,Carrier 1072494,false
bf84f7e81c1e4871f34cd7c5fa0fb6e7,Carrier 1452223,false
3e450811cbfb6493670bd9c832115b10,Carrier 1337114,false
c61adf6fb3055604b2ea2cf6629d4d34,Carrier 46177,false
832bcae0d0069c5df0ff9d60e98b5cc4,Carrier 1178263,false
735fa48121fb7227bc866ef3673b427a,Carrier 1353061,false
4a4d1cac422a2e6eedcae3c8b5cdc0b6,Carrier 1694588,false
dcb663dedb0a88aafc4560125a0cca2d,Carrier 1081444,false
8035f8fb6cb5c11da569a0cd65f5ae81,Carrier 1695232,false
0de46a0213dc285b2995d6629a45e532,Carrier 1312412,false
0950ae07fbfeff34c1f5c09faa86979e,Carrier 1535722,false
b1c3be7a9a66b6a2888a3054d2555744,Carrier 982548,false
45417cb28888eb4eb5b5212f8b5ca129,Carrier 361652,false
1536c3d3c2093ec904cb5d6d7898a3eb,Carrier 74133,false
790e676058863ce754cf6a8a72f36172,Carrier 1081611,false
d21bd66ccab81e850d9a4c99c89f1ccf,Carrier 1523037,false
8455705d4bee700c1e5956fb526010b2,Carrier 1452001,false
f44d60266ae4b45e89116eca428a11f3,Carrier 957045,false
fea538ed9d8f6e1e51308f3dc094b55f,Carrier 98244,false
94fd10adfb96580f6a08d6878aa145bd,Carrier 1386087,false
dd4b7132449ee84523cf385c5928db9b,Carrier 1693556,false
a15975fd9d528ea106948f2b04b6cf52,Carrier 109758,false
761df05325c3bbf9123cf71123fe68d9,Carrier 1575929,false
42ca344a5cfd46f4c5421ac462349759,Carrier 928826,false
4b28f771d004e4fcd3c40eff413902b3,Carrier 46264,false
8bcf70b53d98e55b439cddc413073502,Carrier 981000,false
0655df4ecbcf91b89b637145408b9187,Carrier 1561606,false
1cbe4519c8c33d732c2dc3f1f9ea1184,Carrier 377375,false
f69ad7284d52c2cd09de886974f6ffe5,Carrier 1559850,false
60fdafbc4937833246bbd5cc32d5dc7d,Carrier 1372858,false
ecaf728b6b0788e68e55209cce31ebaf,Carrier 1266886,false
1f56360af09883efa20dd1d803994fd0,Carrier 171381,false
615470905e6c2c2e4cee236c9933182b,Carrier 1576315,false
7ba62a41dad198511271f4452b898302,Carrier 1319275,false
34d772a0e800674b2d2826baa5cb7b94,Carrier 1025614,false
237380e6fb8cf5e059430de91a92e583,Carrier 479741,false
348ff7f62d38c860bc68cdd52c362fab,Carrier 955586,false
fd04c9d4608fd4b0505a27a9ab299ba2,Carrier 1352695,false
f04b9c247a18d1d544de15b4f85ad95d,Carrier 1693504,false
8a409ead9d450df986cf156fbf78f7a8,Carrier 1695235,false
4bf0bdb28c1925aa9c4a042ccab411b5,Carrier 974751,false
8059d9a2aff4b3fe5c3e39e7fe771c10,Carrier 1468132,false
112ad46b102ede4c4930a772e4eb528e,Carrier 1634011,false
607a5de83c7d2a43da436eff5a529499,Carrier 1006883,false
2c261a27486a75884b67097f97615b05,Carrier 1011392,false
73528fc012da71fe4725f532cd59617f,Carrier 1027404,false
9e85b4ccb11c147b84b8ed3866ec73f1,Carrier 1150133,false
b5448ae60453018a042555b649e1d2ca,Carrier 28707,false
12f48210fb1ce32401ae064669f16f0c,Carrier 22386,false
d4f234f15e01d29cec14e1d15ed4b8c2,Carrier 1079196,false
c96430e10988d3eca529be68e0ebaf42,Carrier 1039806,false
5ed7b4dbba2389d56d934976e0639f2c,Carrier 1215396,false
25a93667f359a90afcf07490813534b2,Carrier 82478,false
614ecc1ea24c1d30473aec0ad0173bd6,Carrier 1689722,false
1078740d7108a51c0fcb5a02483ac596,Carrier 43200,false
0e0461134bc982e726887d1813d3116f,Carrier 1012910,false
36260c0b41a5425f29538bdefc371940,Carrier 1526477,false
8dee0ac0dc50d385f50254de1ad3e5ab,Carrier 553983,false
b0d010379e8cbe1351e46ba0127faffd,Carrier 79027,false
1f6a48f6621a884d5f9f1aff316442ee,Carrier 40263,false
bc616130b3f4c2b5558f4ca6e5a0fc80,Carrier 44381,false
d233e2b7c119899767d90db649496404,Carrier 1385378,false
d6ca32ec085ee8e07cadca9fdad695d4,Carrier 1695705,false
c1cf62ec281dd7ac806a8a1a426bde78,Carrier 1693565,false
5602c8d76bb0bb191ea6062f9f4f5cf9,Carrier 1169602,false
4f8d9f1ca4fc0be73eb94c43b927ddd2,Carrier 645257,false
36e9e5f8c2b3834daf9e1cfb04fc9939,Carrier 1695676,false
a4c77561da707ca07eafd6af97026e17,Carrier 99500,false
12f0c547edbe4722041d5897d5c994be,Carrier 41201,false
af6afaca613f414b18d0655633d8dc9d,Carrier 1462792,false
7a8e897fe4f4928166b32dcfa2a03d03,Carrier 1035146,false
ebb751a0bee0d0f21df25afd35cefb26,Carrier 1640346,false
e13a13f16c3682ddb75980e1246195e6,Carrier 78455,false
78aace3fbacbfe08befff6bb8bf25beb,Carrier 731927,false
ba010a183c162f498742ebc90415fbf9,Carrier 1695179,false
f49eea7b0db031127858c5f1840e337d,Carrier 1027499,false
159858a04b7635785064a2676267e8f9,Carrier 38929,false
524ba16c49c0ceef00b704f799d2cc60,Carrier 1034393,false
e2b7fe277631dbfb532b254c733d648b,Carrier 1695697,false
e683878a16eef5051770142f46d476b1,Carrier 1160771,false
0ccd702415d33b418b8e41c34cde501b,Carrier 4997,false
4da7db3c5ba152a965a85f3a85c0604b,Carrier 1246409,false
ef3c0e9b33273e3a5ad28fb2e96de31c,Carrier 1280576,false
7f57e8ba2f58653e9d6c18d4ed2dc8da,Carrier 1694488,false
e4bdcc1bbf8aff61e2eb8ac1dff1101d,Carrier 1465509,false
56ff52b28c745a380648aceb68bc8bc7,Carrier 1026284,false
9270b5e2c2c3b40835d93aa620b485f3,Carrier 362291,false
82dc73f2194935d56e194cbf32e8e9c6,Carrier 1052781,false
6b6c01153ab92f05ad6eb8eaae7053d8,Carrier 75514,false
92519765272c7eaddac69b73c2f1ca9f,Carrier 984374,false
a73528260b06f8ed164480cff6cbadf6,Carrier 1695561,false
aacd8237e8556ec9f2530643ec346fad,Carrier 1631385,false
65071493f881d8a6a2c25ea77cb5ce8c,Carrier 1048479,false
163b689f49dc14da377c898385669bd0,Carrier 1036533,false
1a942e062c34be7407cfeba69a676612,Carrier 32026,false
7062dd0e4e73b9aa15f401eb784ceafd,Carrier 1045595,false
db7adf06e0fd2577b047e04a9020b696,Carrier 1316515,false
aba427568069ff4732face7649d51713,Carrier 1041911,false
70cfa5462ff505718d115707224c31ea,Carrier 1695350,false
4534e2cbeea76678f8dacc406b4b01c9,Carrier 1558348,false
fd4e86ecd8ca105ad4edf027332711c5,Carrier 74506,false
98f1cf741f8d50b3c215e65d76a90b8b,Carrier 117594,false
0a98fe273d26f5300b92d5661d6db43e,Carrier 1084875,false
da5afef946550c506034e569cf1b516a,Carrier 50084,false
b16c319fdbb48c37d33971ef97e91e12,Carrier 1086354,false
4f22a496efecd9337b90000d248493f3,Carrier 1008878,false
aa47fc79f637b13fafb8f776b5ede7d8,Carrier 1695088,false
ed0c78055f4adba05112a669e37a8746,Carrier 770018,false
085405774baaa6e40a2fa39c5fa3bdf9,Carrier 49199,false
3d028e88b1db8d183b8564c47307bdba,Carrier 1695369,false
b5c1a6a7c361d32e161e839bd1d7cbe1,Carrier 85072,false
c5a483649f4c51a55b8cefa2ffb3097a,Carrier 65487,false
80713354e311bed37e00ce2cba37c47a,Carrier 1619790,false
dcfde4b1240ace196a9b1353d3e26687,Carrier 1066326,false
3f5571a41ed2e95a0d0a434fe1f8a158,Carrier 994528,false
ab5e8b9694c948bfac3b97878f9ff40c,Carrier 1693535,false
db2b47f7a7e66a6b87d5ae3295de1ea8,Carrier 1608374,false
781716fe247160342cc5957b162766e5,Carrier 73246,false
c4292dfdfff35b2304933bb896363f66,Carrier 685179,false
77225b91ef495d6951bffcb763811e23,Carrier 1500012,false
33fc6bf02ced2d6fc3355a74e9ae7428,Carrier 79585,false
4b9946fcee7e53d654d3d7da488aa0d9,Carrier 1645721,false
d8815a7771c2bf13aca1655961b9b851,Carrier 1022388,false
17dd6470e6e84cbc14ac320f6cdb603f,Carrier 686925,false
86a872e3edc33d3bd3041911effbe08d,Carrier 919999,false
fe02e698018bb0065d18debd9b28255b,Carrier 1025457,false
afbe7315b2d4b0b7b4e264652cf3b45f,Carrier 25475,false
40273c2456fe7a924e310439368eab8b,Carrier 109918,false
49fa2c025e14fb5ee3927141b3d22d37,Carrier 1695534,false
4f26872c50db40780cff64a7a8e2bbaf,Carrier 1003220,false
e6fbcae9431f57b1bb1e1c36e72da2f3,Carrier 1072658,false
8869b6e55d48fdfc50f39df8e7d0c040,Carrier 1435036,false
c7fff916481cabaf8ddcacafc3c54955,Carrier 1669683,false
bcbc0f5d1d04622d3f64581b83edfe2d,Carrier 1695241,false
f9937cdcae38eb0a9147547b339fbe21,Carrier 57607,false
00fa53798d598b666594da4efc78412c,Carrier 572,false
a84c95baeae94c6ffeaffcdfa7facf81,Carrier 1633721,false
c779f81598e1793062b25d96bb5af2c4,Carrier 1262171,false
d0bc3efc15558db6d8d7d584aa27786b,Carrier 1253264,false
9b966372b4232214200c0995fa96213e,Carrier 936214,false
f290fd417c5a1fded81d34ab20cafcbf,Carrier 1677669,false
43e66a15c59bf5b523c756bfb35dfbbd,Carrier 1240012,false
caa3bfeedb0c890b34f323276e69e405,Carrier 1318140,false
715ff3f7b46737691f3494ff37e1b7bd,Carrier 1028105,false
bb2d3e4dfdc618b7a02ceaeed8df6e30,Carrier 1693505,false
4c190f7f471d326b5415fe2257a73725,Carrier 22829,false
08dcba4cc0144249b266b986fed782b7,Carrier 1306346,false
62fedd28676fd5b5497c7e02d94406f4,Carrier 1694789,false
41c0255b5f3421bea2860f9903e8522a,Carrier 91645,false
d000b25c8f2d71a637a77cc14f6dd012,Carrier 1553984,false
0c7907bc420131843cf9c47318c2f6d7,Carrier 71933,false
b2f4348d9d92c752a23171560d9650d1,Carrier 454511,false
3c71ec76511e2249c685acf85c2982f9,Carrier 1695184,false
8a47bba351b25278ea3463e4eab00cb2,Carrier 1060824,false
235d87ed457fecabf8ad6b28ad71afc2,Carrier 1695258,false
f1b5761a75bec1b3fd2cc9c7587051cc,Carrier 1309197,false
970887c020ca96d22c2156ccc125458e,Carrier 116150,false
dd8c6ccec2431596db4c1f7688b87094,Carrier 1218732,false
9c7901d07537b4ea40bb907676666fbb,Carrier 1340531,false
3c64a6ed479f8738cc71a4b5595211a0,Carrier 1285611,false
3d57bf9c81967e260965d37c3681c979,Carrier 1560089,false
39baff3a3885ac33c909cbaba097b175,Carrier 1054239,false
a3fb415770dc586fdc839a78e10d0093,Carrier 1695168,false
54437475629a4fcf925c13b402af481c,Carrier 92157,false
4dbaffa48252041002b4c82bc6a5c2a7,Carrier 1453341,false
3c14008da4cbcbff41e67f07ecd4287a,Carrier 115190,false
2879da8f4b5b79f59f91ff5d2a29bc3b,Carrier 1012481,false
4d733f67ce58369155aaf428393cbcb6,Carrier 1105304,false
37d1b27ace854992cfd84360deea9cc8,Carrier 1516072,false
1976c2d4f604c56184b195629339a54a,Carrier 408796,false
a5615f7efa4e062301b52bfd9b5238cd,Carrier 1057935,false
dcd4ad216ef5dcedc301daf2b5f576e9,Carrier 1694200,false
06f89bd9fedb02539bac5162687ad8f0,Carrier 14295,false
219a39be958b64d708c6bccddb536028,Carrier 1420138,false
87d3f2625900a536104191b49c866667,Carrier 1079133,false
b95f2e5d7d6e34218bcd8761b27cff51,Carrier 65896,false
894da570b3165675acc156e4a7066b61,Carrier 1020284,false
5eccf276021e94875c9d57a458e6fdbf,Carrier 39434,false
6ede44eeea19104439ad39599af2dae4,Carrier 43032,false
966e59f7d7f4dd83deb345ea823ad663,Carrier 10452,false
05ba8b5570e7d98709fdd6a91d3edec3,Carrier 1065016,false
b674107f85a51623253c65162c51c03f,Carrier 1695335,false
6b085e11965f4b8420dbb84301b84004,Carrier 708030,false
065db599daa0530921effdb70434da1d,Carrier 1034135,false
6742aec7b87a5d3b9bc19c5d53338cdd,Carrier 32758,false
944a4da4bbe8d12d260a79608fb09055,Carrier 4196,false
4dc4515cc95de069e8af96b4ad781f9d,Carrier 1695261,false
594ee95a0651a60e3b52467858704534,Carrier 47504,false
c338c29fa94410a796fbedcd3c10c14d,Carrier 81011,false
17834c020607ce62d48bdcba6bd4e3af,Carrier 1682404,false
b5a50a628eceb92d091599d616d594a7,Carrier 1079162,false
1dda071935eab5f97078b4d0b7280d3d,Carrier 1378825,false
8324e0bab1acd5922b06bbab16d47dc8,Carrier 107026,false
e712a00b88a90cf5bb69effae43c3395,Carrier 1063962,false
e26b5c5a5d866ab8575ece4ff64b35fb,Carrier 920764,false
ec25ba0079669ef9649c1991c9771660,Carrier 736749,false
1dd191a4ba36c861e4fbd8a978fbad2e,Carrier 1027120,false
d771adcb81ba2dcb932fc897589b0ddb,Carrier 1333902,false
de2e17b5e1d77bbd9ee7f212f131d50b,Carrier 1695547,false
11f574788778082021b8bc816285298f,Carrier 1367601,false
94cffa2021fd5b9783cb3024ca8e18ff,Carrier 80460,false
a55d0e32ebb8816272782ac161d4753e,Carrier 1042215,false
2400b0fb82dbbec4f43ead77ad187787,Carrier 89123,false
65de106a6df723211087548264451a83,Carrier 971923,false
be0ed2e2ffe3f9fc1f98a4fb911c8757,Carrier 1266319,false
c828bed2d263fd77d930464daed15a12,Carrier 1695646,false
caacd7a6650f4eda3aabac903c626fd3,Carrier 1527372,false
7a198ba10387b6394f0d236e8905dedb,Carrier 1695644,false
bc2089e301e2d611a7aca6f7be084052,Carrier 999732,false
5f5ab1e815348370f5fcb1e5795f3e5b,Carrier 105736,false
9654a5fd7ff691839cf22611db86ea20,Carrier 1695397,false
0701b7819db6aaf3e2acb19285f6b1fe,Carrier 1254378,false
b56b31adb112b1a144068355f46d0100,Carrier 1695596,false
85cf1eff03ea77cbbc44b804339a8551,Carrier 1552174,false
ee4516c8190466575a230809e9d7299b,Carrier 51333,false
35377912248bed4562fe12984e64cf22,Carrier 94142,false
65534c07947cb3069a2aa57b39a77e9b,Carrier 387666,false
00b4ce38de57068c3d20b264a3f1a26f,Carrier 347141,false
aa101a278a3470389f48298c7ec53ad6,Carrier 1695356,false
1451353200e7106c6a3cc0cbedf23a24,Carrier 147833,false
77bd47ee59adca2a85c2793eb88760e1,Carrier 1465972,false
347c854e311e127e681a359814fbfaf7,Carrier 17714,false
32f9274978c1303f7e107d5a38276881,Carrier 946481,false
e1f754a8dfbae3a4fb0d2e2b9dc6b3c0,Carrier 1335358,false
cd844979df9313150342ff77feb4eba0,Carrier 73537,false
acf69ac06a63f91da24c8ee3de325475,Carrier 1199797,false
1053ff6410ed8a0612e120114fbde946,Carrier 988304,false
76791b5f629d395fa7cadd39376ccc89,Carrier 1695750,false
17a7b21e44109637d023c4b7589d17d6,Carrier 1061546,false
aa09d90c583f41194813ccad0b03a6ea,Carrier 1028053,false
52cb9a92f67217119fe77e614748385e,Carrier 1377814,false
e4652d2f4fbb8858d3c4a937641f53fa,Carrier 79277,false
13a67802f9082d83c56a2acce29868a3,Carrier 73924,false
f342a7b2e11589aa52f0ce9600271d3d,Carrier 1694577,false
481d7f2025a24986f48bddcecd944b9b,Carrier 1042794,false
664aa32882c2c5527b26b3d0e50ed20e,Carrier 49010,false
3787e9302cdb572dc244982fe74b152e,Carrier 91000,false
ed5ea235bd6cbe0865e2ff4340f3bf9b,Carrier 1695191,false
74c6a3dd133c33266409c478345d3a53,Carrier 1695672,false
c84cbdcc91723172e0216b742d28cbcb,Carrier 1031227,false
22c85e8b05f3f59a2ecfa4a8f9cdc18c,Carrier 1693500,false
9e7fb8fb3ec06115e398b00600d34bd0,Carrier 22817,false
f5fb1811ec487e11abf1813facae328a,Carrier 104870,false
7e97370e5ffae4f6f08f88e3ada7816e,Carrier 1479797,false
02b00d283a224f39f323415aea1a84fa,Carrier 54470,false
ddc82bad5b29af488363df095bc4e137,Carrier 944957,false
f3add8af9f91c3f479168eba4fd5f2f6,Carrier 671652,false
4598100a389f923fbd607634a431b514,Carrier 107046,false
4c05f3e4d2db1dcc7ff5c309cb699780,Carrier 1548596,false
1203660494255217c43d10678d5025fb,Carrier 1338243,false
4fcb21b0655557a2646e0eb1fbcddd56,Carrier 1497573,false
67ed2510263fbf7905c592b9f7a5dbd3,Carrier 1650683,false
7e07f5904e0a4faeb7dd9b82174cc1fa,Carrier 644327,false
39bbcbc287ebe34613d8efb91592cc68,Carrier 63158,false
f75163fd1c276fa12bffd04613384ba1,Carrier 1240426,false
6306b9f3296684afd4b18e0dd3fc94a9,Carrier 578055,false
2a4e3cfdd50f93be8a46f030ff85c0dc,Carrier 1470465,false
c004acf9de2b3212a1dc81ab4f95797e,Carrier 1695743,false
4c56be4c36b5f739db0798eb6739a12d,Carrier 561280,false
bab6509422a5bab6f63cefcbac186043,Carrier 37151,false
968acba43166d4697be49b751afc1c49,Carrier 41610,false
5452354c08bdd63f9995e3cc6d23b20d,Carrier 1657658,false
92aab912d77fc409f002698cf822d67c,Carrier 935316,false
ce34116180d5e82632c2dc5e2fe77509,Carrier 1226345,false
10e0200cab697c6cc190d67a0fa592f2,Carrier 1024934,false
7d632757da12712710d5933bfbc03a59,Carrier 1695564,false
1fee0181dbe0dd3bdb9021891fd549b4,Carrier 1477566,false
1b9c08c61cb6d8b12c75da142b7d5f72,Carrier 1207302,false
f91f619861ffb75f63e28ef8deefd5ab,Carrier 83985,false
12307645e360b3c112f0c0c8eb7008d2,Carrier 1000270,false
018c5edb7e011e00f7cca5db7eb58345,Carrier 1695268,false
cdfd892d72e09e4e4ab680fed7a943ae,Carrier 1023795,false
8dded54cdf89716adefa4c0d8670b564,Carrier 1457958,false
43795958e53bfb2d290ff5917695c30e,Carrier 86008,false
70118643c1b81477c30c9b94292ceeb8,Carrier 78583,false
67f7a605c35f8f3be832c019adf474a0,Carrier 950663,false
7ab8445b9eda722d48e5a17cc1b5f79c,Carrier 1065421,false
d85d4cbf3a767df0c1e6a3400cc7a1a9,Carrier 360228,false
466bee7605ab1cab2e524ef2913f6b4a,Carrier 1072503,false
1fe39cbcf75d1755f72d3bffdae29d7a,Carrier 1695491,false
8171f0ca8c2fd9e71bc6c6004f7d0f6a,Carrier 86753,false
6d8f364dfb8c36b5e77a709093fadb1f,Carrier 1652195,false
1390072e365f2cd03c78b199593b2354,Carrier 20193,false
dc05b8aee84a1d10461b5ef773f152a9,Carrier 1357003,false
1cd89ea7c44c7844bf1409740732ffb8,Carrier 1366307,false
85fa6cd635edf7f09dad629e5fb6a259,Carrier 94667,false
792b7f3daa620c3dd7b04dfc1ea050ba,Carrier 101953,false
6940db42529905878505d8e05dc54fc8,Carrier 1689911,false
bf7038f4e7e730c68f9a13f785bd14f7,Carrier 1057610,false
0ab11c06cf318a17f687bc912456d211,Carrier 155423,false
fe6c55492238560fc426e9aecf8f7c1c,Carrier 55988,false
763e69e2e415b612e5d8da3cd0b649c5,Carrier 985688,false
01575c894672298c618bc927db2f0590,Carrier 1694518,false
bc3990e64a15d32580c5876861a8ee21,Carrier 1695370,false
11f00f68cda1f4e1b0eb716c85854e7b,Carrier 1287561,false
5dd278a983a86b29bf704a35b9985647,Carrier 65685,false
19d7ca4ad65a7809082e7cedbe34bece,Carrier 567581,false
03a87cbb3abc69588fc061edbbfd4a9a,Carrier 23185,false
a56931e041c44a7e9075ab791c526c48,Carrier 1244343,false
de6663a1d2f54324dd270e01759ac542,Carrier 984506,false
8afd92bf31083674b4ff4eee1747b55f,Carrier 1563365,false
fe2d05f4e892cc12d5a034345c19d7f4,Carrier 1383745,false
0a921fb1c88b3e572a7dc4971549ef44,Carrier 1456022,false
9419d16e4eee4b7f86d8508c175e2ea8,Carrier 1695630,false
0120412b03baf9fc74393846d8068010,Carrier 1693532,false
0a487576d837cf40fa96fdb276810223,Carrier 1476802,false
8abe338eecb808c44ba9d30e499de04b,Carrier 1695566,false
8fedce497873167ede47dbe4ec85f860,Carrier 1004886,false
a0590b84d033b7c1b9067535c6d5ea9a,Carrier 1337148,false
b895813413564f6aa2e4eab4ab83032e,Carrier 1048470,false
f0cf84ad708597b690a5d054d276a6d4,Carrier 1464833,false
12ce28c8548e4baf0cc7cd62502e4685,Carrier 960719,false
d5949fa4f518f1ced330ae5b60035cf5,Carrier 1333664,false
8519b75859856c074eefcb6138bd1d6f,Carrier 72458,false
9ad40a61b4bc17fc3e92c85822fec044,Carrier 368229,false
c7217b0077174df35c1f5550255d10bb,Carrier 852500,false
7a9d6498a2414a90d4e81fcc593de587,Carrier 31263,false
5002f64ab45a217633bf6d25d441d31c,Carrier 88698,false
b6990ba8068556cd2fbe0f30330b113e,Carrier 505379,false
4b9b78998755230ee12ab53337b66485,Carrier 1694592,false
4a439a8832bab4d791901984566ceeee,Carrier 1693545,false
76e736802a5291ab530ddf1382e4c780,Carrier 1687588,false
bf808ecadfe63bf58cbc5c94fcc13d82,Carrier 1313161,false
0de0b65faffb6ea41c6d58220640c3a3,Carrier 977880,false
8840820d0f3de591a5b7397b63f57b3c,Carrier 55702,false
696b031073e74bf2cb98e5ef201d4aa3,UNKNOWN,false
e18aadeee58def34466384c0ec7df1b1,Carrier 1693544,false
d3867f3d417ef8dca91c6aa1b568b411,Carrier 1583922,false
88ee61764235c333fe2f5480013e1c02,Carrier 1681614,false
3a1577192cb496f7bc0f8d718baec834,Carrier 817834,false
22ac765972f453e7529c5322253d9b75,Carrier 83941,false
a38ecae49f6ad05af0b12388f0adc6dd,Carrier 77344,false
1c936637b2c4f8ab638a14df33dcaac2,Carrier 1381910,false
f44fdf62d7d723b0e12c284bbd65ff31,Carrier 1693562,false
171ebc651074d604eddaa47bc9523b56,Carrier 749107,false
85a28bf82ed921a2383865fdcf2258c4,Carrier 1019564,false
6ee876dab0d4a52db916f9b62358fc1d,Carrier 1193408,false
4e088d9f3170c74f05e19285bcd99224,Carrier 1693551,false
25c52cca8a09b6c4fb744b9388dffedc,Carrier 19121,true
903a847e6de8a768b367d14389a594f7,Carrier 1687657,true
04c039d0ac3a63cb0bd0fda5fe862ee8,Carrier 1016288,false
52b5eccd0f1804f13774d94f2c648487,Carrier 1641256,false
11f77b6c2f27edf53231f0d27a28001b,Carrier 1046543,false
298e3808d83dbea611630820f9e22ac5,Carrier 57804,false
4cc87d05978b4a5d63150ca3b064fda5,Carrier 12080,false
b360655aa4020141998baa12fb48b9e4,Carrier 1138362,false
810584c865be91aa3fdbd50f51bdad83,Carrier 1014943,false
36f83d63f10a61f80a08707c58c73329,Carrier 1695513,false
e6bfcb9d5657f6b678e223db29515683,Carrier 1589458,false
440fd6d5a0602ac17190bb477f12dcb3,Carrier 1215454,false
c6d413dd007cdf58eb8be1f053e33ba4,Carrier 945244,false
563e1f19c4feac59a728a6759aa2a09d,Carrier 1240834,false
f48a095cb1db0cd837e8416b9fffea89,Carrier 1006852,false
4ff291ed29870d2bdac2675ff1dc3ca3,Carrier 1174609,false
77fa563d5a9c94feb03a4f9659bb9916,Carrier 1288568,false
22a3ccdc6b7dd49d6219d736fbf2037e,Carrier 1391174,false
4fdf64c70a612b6d514d1efc23cececb,Carrier 1695675,false
92e94e33cc75402b065f99cc723ee4f1,Carrier 945198,false
bde6b3604b9018ccb4e768d058fbc8e8,Carrier 92375,false
b7d456e40c209f490d0d0e48decc4c1d,Carrier 1031513,false
e2d5a56cbd0b6df66481aaf2a6e8c072,Carrier 997964,false
e5af7be89b568c44231b477c7f732df6,Carrier 956190,false
ddb6bd9fc1e817f9b2795ea3220c0bc4,Carrier 1284839,false
11b0ddcb982f4e200d695622b33bbb88,Carrier 1695452,false
f435005a459c8ed3a8280dee02d1d6d4,Carrier 1565635,false
ca49e3e84caf2f4f8a16d44c88825dcb,Carrier 1076253,false
0e92d8c9751bf50320ac8405d1e40a5d,Carrier 1018849,false
1b818315f55e7041def0d193cdc3507e,Carrier 1695283,false
3d17455e738a1b0aaea4e0c7e5682faa,Carrier 1039528,false
